figure	function	call	n	run	seconds	bytes	version
frame	value_counts	df['cat1'].value_counts()	300000	5	0.004483278	8865	3.14.2
frame	value_counts	df['cat1'].value_counts()	300000	6	0.004454970	8865	3.14.2
frame	drop_duplicates	df.drop_duplicates()	300000	0	0.029930843	23156941	3.14.2
frame	drop_duplicates	df.drop_duplicates()	300000	1	0.032118563	23156941	3.14.2
frame	drop_duplicates	df.drop_duplicates()	300000	2	0.029967775	23156941	3.14.2
frame	drop_duplicates	df.drop_duplicates()	300000	3	0.030682915	23156941	3.14.2
frame	drop_duplicates	df.drop_duplicates()	300000	4	0.030202489	23156941	3.14.2
frame	drop_duplicates	df.drop_duplicates()	300000	5	0.031065323	23156941	3.14.2
frame	drop_duplicates	df.drop_duplicates()	300000	6	0.030787541	23156941	3.14.2
frame	transpose	arr.T.copy()	300000	0	0.000340292	7200192	3.14.2
frame	transpose	arr.T.copy()	300000	1	0.000359745	7200192	3.14.2
frame	transpose	arr.T.copy()	300000	2	0.000354910	7200192	3.14.2
frame	transpose	arr.T.copy()	300000	3	0.000336802	7200192	3.14.2
frame	transpose	arr.T.copy()	300000	4	0.000312648	7200192	3.14.2
frame	transpose	arr.T.copy()	300000	5	0.000309868	7200192	3.14.2
frame	transpose	arr.T.copy()	300000	6	0.000350390	7200192	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	300000	0	0.177308551	29406856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	300000	1	0.176274748	29406856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	300000	2	0.174899562	29406856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	300000	3	0.173464127	29406856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	300000	4	0.175355642	29406856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	300000	5	0.173759342	29406856	3.14.2
frame	aoh2hoa	pd.DataFrame(records)	300000	6	0.174617731	29406856	3.14.2
